Location,Latitude,Longitude,Area_ID,Reporting_District_no,Part 1-2,Victim_Age,Victim_Sex,Victim_Descent,Premise_Code,Weapon_Used_Code,Status,Crime_Category,Hours_Occurred,Reported_Year,Reported_Month,Reported_Weekday,Occurred_Day,Occurred_Weekday,Modus_Operandi_num_code,Time_Difference_Log
1400 W  66TH                         ST,33.9792,-118.3003,12,1245,2,53,M,H,101,400.0,IC,Violent Crimes,19.0,2020,4,4,24,4,5,0.0
900    WALL                         ST,34.0384,-118.2523,13,1303,1,0,X,X,710,0.0,IC,Property Crimes,21.5,2020,12,1,21,0,4,3.2188758248682006
N  EDGEMONT                     ST,34.1092,-118.2968,11,1141,1,33,F,H,101,0.0,IC,Property Crimes,8.916666666666666,2020,8,4,7,4,3,0.0
MASON                        AV,34.25,-118.5798,17,1762,1,21,M,X,101,512.0,IC,Violent Crimes,19.383333333333333,2020,6,6,7,6,3,0.0
5700    COMPTON                      AV,33.9902,-118.2478,13,1377,1,0,X,X,109,0.0,IC,Property Crimes,18.5,2020,8,1,3,0,4,3.2188758248682006
5500    CARLIN                       ST,34.0309,-118.3632,3,311,2,19,F,H,502,400.0,AO,Violent Crimes,19.5,2020,8,3,13,3,7,0.0
66TH,33.9786,-118.2761,13,1393,2,19,M,H,122,0.0,IC,Property Crimes,22.0,2020,6,1,29,0,2,3.2188758248682006
4900 S  BROADWAY,33.9978,-118.2783,13,1361,1,0,,,101,0.0,IC,Property Crimes,20.0,2020,9,2,29,1,1,3.2188758248682006
6000    VENICE                       BL,34.0372,-118.3744,7,782,1,32,M,O,203,0.0,AO,Property Crimes,11.75,2020,7,5,31,6,4,6.705639094860003
02900 S  LA BREA                      AV,34.0288,-118.3526,3,331,1,0,X,X,738,506.0,IC,Property Crimes,14.333333333333334,2020,1,3,2,3,1,0.0
200 W  C                            ST,33.7727,-118.2632,5,525,1,51,M,H,101,0.0,IC,Property Crimes,18.0,2020,1,6,25,5,3,3.2188758248682006
500 W  39TH                         ST,33.7087,-118.2879,5,587,2,59,M,H,501,0.0,AO,Property Crimes,10.833333333333334,2020,7,6,12,6,1,0.0
700    EL CENTRO                    AV,34.0835,-118.3244,6,676,1,34,F,W,221,0.0,AA,Property Crimes,16.883333333333333,2020,5,1,4,0,4,5.262690188904886
900 N  WESTERN                      AV,34.0888,-118.3124,6,657,1,0,X,X,402,0.0,IC,Property Crimes,16.5,2020,1,2,28,1,2,3.2188758248682006
7TH                          ST,34.0597,-118.2998,20,2034,2,29,M,O,101,400.0,IC,Violent Crimes,13.0,2020,8,4,14,4,5,0.0
4200    DON CARLOS                   DR,34.0094,-118.3559,3,391,1,20,F,H,501,400.0,IC,Violent Crimes,0.016666666666666666,2020,2,0,22,5,9,3.8918202981106265
500 S  UNION                        AV,34.0586,-118.2691,2,257,2,40,M,B,502,0.0,IC,Crimes against Public Order,17.25,2020,2,2,25,1,3,3.2188758248682006
7TH                          ST,34.0387,-118.2439,13,1307,1,55,M,B,101,218.0,IC,Crimes against Persons,12.666666666666666,2020,8,4,14,4,5,0.0
7300    MILWOOD                      AV,34.2029,-118.5943,21,2136,1,61,F,H,502,0.0,IC,Property Crimes,12.583333333333334,2020,12,4,25,4,4,0.0
3700    TRACY                        ST,34.1041,-118.2734,11,1143,2,24,F,O,101,400.0,IC,Violent Crimes,20.116666666666667,2020,10,4,14,2,3,3.8918202981106265
20400    SATICOY                      ST,34.2083,-118.5768,21,2138,2,30,F,H,502,400.0,AO,Violent Crimes,18.75,2020,12,3,3,3,3,0.0
100 S  HAYWORTH                     AV,34.0721,-118.3626,7,723,2,30,F,W,501,0.0,IC,Fraud and White-Collar Crimes,15.166666666666666,2021,5,1,21,3,1,9.069813136839207
900 N  VERMONT                      AV,34.0877,-118.2917,2,202,1,0,,,101,0.0,IC,Property Crimes,9.0,2020,10,2,21,4,1,7.289610521451167
100 W  67TH                         ST,33.979,-118.2762,13,1393,2,68,F,B,501,400.0,IC,Violent Crimes,10.0,2020,9,4,4,4,3,0.0
74TH                         ST,33.973,-118.2586,12,1259,1,0,,,101,0.0,IC,Property Crimes,22.0,2020,8,0,30,6,1,3.2188758248682006
2500    PROSSER                      AV,34.0419,-118.4193,8,885,1,50,M,W,118,0.0,IC,Property Crimes,17.0,2020,5,4,27,0,3,4.574710978503383
6400 S  SAN PEDRO                    ST,33.9815,-118.2695,13,1395,2,29,F,H,122,400.0,IC,Property Crimes,14.0,2020,2,5,29,5,5,0.0
5200    CARTWRIGHT                   AV,34.1649,-118.3632,15,1548,1,26,M,W,101,0.0,IC,Property Crimes,19.0,2021,1,0,31,3,2,4.574710978503383
2300 S  GARTH                        AV,34.0384,-118.3793,8,898,2,64,F,B,501,0.0,IC,Property Crimes,11.0,2020,11,1,2,0,1,3.2188758248682006
8500    FENWICK                      ST,34.2614,-118.3179,16,1617,1,34,M,H,101,500.0,IC,Property Crimes,18.0,2020,12,5,3,3,3,3.8918202981106265
2100    HILLHURST                    AV,34.11,-118.2874,11,1142,1,0,X,X,203,0.0,IC,Property Crimes,16.916666666666668,2020,2,0,2,6,1,3.2188758248682006
10400    BROOKE                       AV,34.2605,-118.6066,17,1722,1,59,M,W,104,0.0,IC,Property Crimes,3.5,2020,5,1,19,1,4,0.0
600 S  RAMPART                      BL,34.0619,-118.2817,2,251,1,0,X,X,401,0.0,IC,Property Crimes,8.25,2020,8,1,11,1,3,0.0
3400 E  4TH                          ST,34.0339,-118.1967,4,469,1,34,M,H,102,102.0,IC,Violent Crimes,17.166666666666668,2020,8,1,25,1,8,0.0
10200    VENICE                       BL,34.0216,-118.4018,14,1407,1,0,X,X,203,500.0,IC,Property Crimes,19.25,2020,9,4,24,3,2,3.2188758248682006
600 W  VERNON                       AV,34.0074,-118.285,3,398,1,0,,,101,0.0,IC,Property Crimes,14.0,2020,1,5,18,5,1,0.0
11000    MAGNOLIA                     BL,34.1667,-118.3702,15,1548,2,25,M,B,502,0.0,IC,Fraud and White-Collar Crimes,15.75,2023,7,2,1,2,4,10.338932086385478
7600    WINNETKA                     AV,34.212,-118.5754,21,2128,2,35,M,X,732,0.0,IC,Property Crimes,2.8333333333333335,2020,8,0,3,0,2,0.0
5300    SANTA MONICA                 BL,34.0929,-118.3048,6,669,1,0,X,X,402,0.0,IC,Property Crimes,11.75,2020,2,0,17,0,5,0.0
12200    VENICE                       BL,34.0039,-118.4334,14,1435,2,27,M,H,108,400.0,AA,Violent Crimes,18.5,2020,7,4,10,4,5,0.0
15100    COHASSET                     ST,34.2066,-118.4625,9,904,1,36,M,B,710,201.0,AA,Crimes against Public Order,1.8333333333333335,2020,6,5,20,5,7,0.0
6400    BEN                          AV,34.1867,-118.3943,15,1525,2,58,M,H,501,0.0,IC,Crimes against Public Order,14.0,2020,3,2,16,0,2,3.8918202981106265
7TH                          ST,34.0597,-118.302,20,2034,1,0,,,101,0.0,IC,Property Crimes,13.5,2020,5,5,8,4,1,3.2188758248682006
100    WITMER                       ST,34.0623,-118.2607,2,237,1,40,F,H,502,0.0,IC,Property Crimes,3.6666666666666665,2020,3,1,9,0,3,3.2188758248682006
10300    FAIRGROVE                    AV,34.2559,-118.2831,16,1639,1,0,,,101,0.0,IC,Property Crimes,3.2666666666666666,2020,7,3,23,3,1,0.0
WILSHIRE                     BL,34.0617,-118.3166,20,2031,1,24,M,W,102,114.0,AA,Property Crimes,1.5,2020,1,5,4,5,9,0.0
6200    SYLMAR                       AV,34.1827,-118.4465,9,935,2,0,F,W,710,400.0,IC,Violent Crimes,6.0,2020,1,5,24,4,2,3.2188758248682006
3300    LARGA                        AV,34.1144,-118.2561,11,1133,2,72,F,O,121,0.0,AA,Property Crimes,9.216666666666667,2020,7,6,4,5,3,3.2188758248682006
600    FAYETTE                      PL,34.0804,-118.275,2,205,1,0,,,101,0.0,IC,Property Crimes,21.0,2020,12,1,14,0,1,3.2188758248682006
1200 S  LAKE                         ST,34.0493,-118.2828,2,281,2,56,F,W,502,400.0,IC,Violent Crimes,13.0,2020,1,1,14,1,7,0.0
8100    RESEDA                       BL,34.2148,-118.5404,10,1003,2,35,M,H,502,0.0,AO,Crimes against Public Order,8.0,2020,4,2,8,2,3,0.0
JEFFERSON                    BL,34.0256,-118.3293,3,334,1,96,M,H,101,102.0,AA,Violent Crimes,17.75,2020,7,4,24,4,8,0.0
12600 W  RIVERSIDE                    DR,34.1576,-118.4062,9,969,2,37,F,H,503,400.0,AO,Violent Crimes,1.1666666666666667,2020,8,2,5,2,2,0.0
MELROSE,34.0836,-118.3742,7,701,1,33,F,B,101,0.0,IC,Property Crimes,14.0,2020,6,5,27,5,2,0.0
VANOWEN,34.1937,-118.6272,21,2143,1,29,M,B,108,200.0,IC,Violent Crimes,20.75,2020,1,6,5,6,6,0.0
9400    ALDEA                        AV,34.2413,-118.5102,17,1775,2,52,M,W,501,400.0,AO,Violent Crimes,10.0,2020,9,4,11,4,9,0.0
9500    MAIE                         AV,33.9507,-118.2445,18,1826,1,20,F,H,501,0.0,IC,Property Crimes,12.0,2020,6,5,19,4,4,3.2188758248682006
6600    TOPANGA CANYON               BL,34.1904,-118.6059,21,2156,1,55,M,X,404,0.0,IC,Property Crimes,13.333333333333334,2020,11,0,9,0,1,0.0
5700 N  SEPULVEDA                    BL,34.174,-118.4661,9,941,1,20,M,H,404,0.0,IC,Property Crimes,21.533333333333335,2020,8,2,22,2,2,6.511745329644728
400 S  BURLINGTON                   AV,34.0596,-118.27,2,247,2,21,F,H,122,0.0,IC,Property Crimes,15.0,2020,11,1,2,0,3,3.2188758248682006
11100    BALBOA                       BL,34.2757,-118.5144,17,1729,1,22,F,H,404,0.0,IC,Property Crimes,21.5,2020,1,1,20,0,3,3.2188758248682006
19800    HEMMINGWAY                   ST,34.214,-118.5652,21,2129,1,0,,,101,0.0,IC,Property Crimes,4.466666666666667,2020,12,4,4,4,1,0.0
GLORIA,34.2284,-118.4807,17,1799,1,0,,,101,0.0,IC,Property Crimes,18.0,2020,5,2,5,1,1,3.2188758248682006
HORIZON                      AV,33.9882,-118.4742,14,1431,1,34,M,B,101,0.0,IC,Property Crimes,17.0,2020,7,6,12,6,2,0.0
6500    WOODLEY                      AV,34.189,-118.4836,10,1039,2,45,M,H,122,0.0,IC,Property Crimes,12.0,2020,10,2,28,2,5,0.0
20600    OXNARD                       ST,34.178,-118.5821,21,2177,1,18,F,W,501,400.0,AO,Violent Crimes,22.5,2020,11,6,7,5,10,3.2188758248682006
100 W  31ST                         ST,34.021,-118.2712,13,1331,1,63,M,A,213,0.0,IC,Property Crimes,15.0,2020,1,0,1,2,4,6.437751649736401
13100    MINDANAO                     WY,33.9855,-118.4373,14,1454,1,0,,,108,0.0,IC,Property Crimes,14.5,2020,10,5,17,5,1,0.0
8TH                          ST,34.0604,-118.34,7,747,2,52,F,W,101,0.0,AA,Fraud and White-Collar Crimes,15.0,2020,6,3,29,4,2,6.47543271670409
6500 W  SUNSET                       BL,34.098,-118.3312,6,666,2,22,F,W,502,0.0,IC,Crimes against Public Order,8.333333333333334,2020,12,3,31,3,3,0.0
6900    LA PRESA                     DR,34.1091,-118.3401,6,625,2,62,M,W,501,0.0,IC,Fraud and White-Collar Crimes,20.416666666666668,2020,9,4,31,0,1,4.574710978503383
700    BREED                        ST,34.0522,-118.206,4,455,2,35,M,H,101,0.0,IC,Other Crimes,11.0,2020,5,6,14,3,2,4.290459441148391
10100    PALMS                        BL,34.0284,-118.4048,14,1407,1,26,M,W,108,500.0,IC,Property Crimes,15.0,2020,6,5,19,4,3,3.2188758248682006
8500    LINCOLN                      BL,33.9607,-118.42,14,1474,2,27,M,A,202,511.0,AO,Crimes against Public Order,14.0,2020,5,1,12,1,2,0.0
7800    VAN NUYS                     BL,34.212,-118.4488,19,1998,1,28,M,O,401,0.0,IC,Property Crimes,12.0,2020,2,4,14,4,1,0.0
3400    EAGLE                        ST,34.033,-118.197,4,469,1,0,,,101,0.0,IC,Property Crimes,5.0,2020,6,2,4,3,1,5.746203190540153
300 S  BOYLE                        AV,34.0454,-118.2198,4,454,1,38,M,H,102,102.0,IC,Violent Crimes,8.166666666666666,2020,5,1,5,1,7,0.0
2500 W  VERNON                       AV,34.0037,-118.3203,3,392,1,19,X,X,710,0.0,IC,Property Crimes,14.0,2020,2,0,1,5,3,3.8918202981106265
16000    JERSEY                       ST,34.2674,-118.4802,17,1738,2,47,F,H,121,400.0,AA,Violent Crimes,17.166666666666668,2020,2,1,4,1,3,0.0
14000    MOORPARK                     ST,34.1504,-118.4378,9,985,1,37,F,W,123,0.0,IC,Property Crimes,16.0,2020,3,1,21,5,2,5.484796933490655
LONG BEACH,34.0039,-118.2431,13,1367,2,28,F,H,936,0.0,IC,Crimes against Public Order,14.5,2020,9,2,9,2,8,0.0
9300    TAMPA                        AV,34.244,-118.5583,17,1764,1,0,X,X,404,109.0,JA,Property Crimes,19.0,2020,3,1,3,1,10,0.0
6100    FRANKLIN                     AV,34.1053,-118.3226,6,638,2,20,F,W,502,0.0,IC,Fraud and White-Collar Crimes,12.0,2020,10,6,24,5,6,3.2188758248682006
ROSCOE                       BL,34.2217,-118.4252,19,1988,1,44,F,H,101,0.0,IC,Property Crimes,19.0,2020,4,1,14,1,1,0.0
18500    DEVONSHIRE                   ST,34.2609,-118.5346,17,1743,1,0,X,X,406,0.0,IC,Property Crimes,14.833333333333334,2020,1,3,9,3,2,0.0
14000    HUBBARD                      ST,34.3007,-118.4379,19,1916,2,44,F,H,102,106.0,IC,Crimes against Public Order,0.4166666666666667,2020,9,4,4,4,3,0.0
1700    GRAFTON                      ST,34.0813,-118.2565,11,1183,2,23,F,H,501,0.0,IC,Fraud and White-Collar Crimes,12.55,2020,4,3,13,0,2,4.290459441148391
STANFORD,34.0313,-118.2505,13,1313,2,37,M,B,103,0.0,IC,Property Crimes,10.0,2020,11,2,24,1,1,3.2188758248682006
700 S  ALVARADO                     ST,34.056,-118.2771,2,265,1,10,F,H,502,400.0,AA,Violent Crimes,0.016666666666666666,2021,3,4,1,1,8,7.721791776817535
6600    LAUREL CANYON                BL,34.1903,-118.3965,15,1514,1,0,M,W,602,0.0,IC,Property Crimes,21.5,2020,8,4,1,5,1,4.976733742420574
16000    SHERMAN                      WY,34.2012,-118.4816,10,1018,2,67,M,H,502,0.0,IC,Fraud and White-Collar Crimes,12.0,2021,6,5,1,6,3,9.31154225248515
100 W  7TH                          ST,34.0446,-118.2507,1,164,2,0,M,W,244,0.0,AO,Property Crimes,4.25,2020,12,1,15,5,2,8.09101504171053
12000    ANETA                        ST,33.9858,-118.4083,14,1465,1,39,F,O,501,0.0,IC,Property Crimes,13.666666666666666,2020,7,6,20,0,2,4.976733742420574
BROADWAY,33.9679,-118.2783,12,1257,1,0,,,101,0.0,IC,Property Crimes,23.0,2020,5,2,26,1,1,3.2188758248682006
1000 E  42ND                         ST,34.0076,-118.2583,13,1344,1,57,F,H,502,0.0,IC,Property Crimes,17.0,2020,5,0,8,4,3,4.290459441148391
1300 W  41ST                         PL,34.0082,-118.298,3,397,2,9,F,H,518,400.0,IC,Crimes against Persons,15.0,2023,2,3,8,3,5,9.936196726945832
7300    WOODLAKE                     AV,34.2023,-118.6322,21,2133,1,77,M,W,123,0.0,IC,Property Crimes,12.0,2020,4,1,1,2,2,4.976733742420574
600 S  LA FAYETTE PARK              PL,34.0627,-118.2824,2,251,1,43,M,H,203,0.0,IC,Property Crimes,15.0,2020,11,6,6,4,1,5.37989735354046
10600    VALLEY SPRING                LN,34.1467,-118.363,15,1567,1,60,F,B,502,0.0,IC,Property Crimes,3.0,2020,6,0,26,4,3,4.290459441148391
11300    COHASSET                     ST,34.2066,-118.379,15,1506,2,21,M,H,501,400.0,IC,Violent Crimes,17.5,2020,9,1,1,1,2,0.0
13000    VANOWEN                      ST,34.194,-118.4163,15,1522,2,53,F,H,501,500.0,AO,Property Crimes,7.5,2020,2,0,23,6,1,3.2188758248682006
900 W  85TH                         ST,33.9613,-118.2893,12,1267,1,27,M,B,501,221.0,IC,Violent Crimes,13.5,2020,6,1,23,1,7,0.0
1800 W  VERNON                       AV,34.0037,-118.3113,12,1203,2,43,F,B,501,400.0,IC,Violent Crimes,8.0,2020,5,2,20,2,4,0.0
6400    KESTER                       AV,34.1867,-118.4575,9,923,2,42,F,H,501,400.0,AO,Violent Crimes,22.0,2020,5,4,9,5,6,4.976733742420574
9300    TAMPA                        AV,34.244,-118.5583,17,1764,1,0,X,X,404,0.0,IC,Property Crimes,14.833333333333334,2020,2,4,28,4,1,0.0
10600    BALBOA                       BL,34.2624,-118.5023,17,1747,1,26,M,F,145,0.0,IC,Property Crimes,12.0,2020,7,1,15,2,2,5.746203190540153
10300    NORRIS                       AV,34.2568,-118.4026,16,1654,2,54,F,W,203,0.0,IC,Property Crimes,0.016666666666666666,2020,6,6,26,4,1,3.8918202981106265
10900    MOORPARK                     ST,34.1504,-118.3681,15,1566,1,25,M,W,502,0.0,IC,Property Crimes,11.0,2020,5,4,11,0,2,4.574710978503383
500 S  SAN VICENTE                  BL,34.0687,-118.3746,7,722,1,44,F,W,108,0.0,IC,Property Crimes,14.0,2020,1,6,26,6,2,0.0
8700    PERSHING                     DR,33.9538,-118.4407,14,1483,1,30,F,W,123,500.0,IC,Property Crimes,19.0,2020,8,2,17,4,2,6.124683390894205
GRANDE VISTA,34.0163,-118.2085,4,497,1,0,,,101,0.0,IC,Property Crimes,8.0,2020,9,3,25,1,1,5.953243334287785
300 N  VERMONT                      AV,34.0763,-118.2917,2,212,2,19,X,X,301,0.0,IC,Property Crimes,6.0,2020,6,3,18,3,2,0.0
4600    HOLLYWOOD                    BL,34.0995,-118.2892,11,1162,1,22,F,H,101,0.0,IC,Property Crimes,11.5,2020,3,5,12,3,1,3.8918202981106265
2100 W  JEFFERSON                    BL,34.0255,-118.318,3,354,2,19,X,X,203,306.0,AO,Property Crimes,6.25,2020,11,2,18,2,2,0.0
3100 W  PICO                         BL,34.0506,-118.3127,20,2062,1,21,M,H,108,102.0,IC,Property Crimes,18.833333333333332,2020,11,5,28,5,8,0.0
2000    THURMAN                      AV,34.0369,-118.3668,7,782,1,23,M,C,502,0.0,IC,Property Crimes,12.0,2020,7,2,23,1,1,5.262690188904886
4400    MCKINLEY                     AV,34.0039,-118.2609,13,1353,1,0,M,W,720,0.0,IC,Property Crimes,15.0,2020,5,4,21,3,2,3.2188758248682006
VENICE,34.0443,-118.2864,20,2079,2,31,M,H,101,400.0,AA,Violent Crimes,13.916666666666666,2020,6,6,14,6,9,0.0
700 E  108TH                        ST,33.9383,-118.263,18,1834,1,32,F,B,104,500.0,IC,Property Crimes,17.0,2020,2,5,13,3,5,3.8918202981106265
5300    IRVINGTON                    PL,34.1155,-118.2009,11,1116,1,0,,,101,0.0,IC,Property Crimes,11.0,2020,11,3,17,1,1,3.8918202981106265
5900    ARROYO                       DR,34.1065,-118.1878,11,1139,2,23,F,H,102,0.0,AO,Crimes against Public Order,19.666666666666668,2020,3,0,29,6,3,3.2188758248682006
10700    CAMARILLO                    ST,34.1577,-118.3648,15,1557,1,0,,,108,0.0,IC,Property Crimes,0.08333333333333333,2020,11,5,14,5,1,0.0
4TH,33.9956,-118.4732,14,1413,2,19,M,W,101,0.0,IC,Property Crimes,23.583333333333332,2020,10,3,29,3,2,0.0
5200    STAUNTON                     AV,33.9946,-118.2418,13,1367,2,27,F,B,102,400.0,IC,Violent Crimes,18.833333333333332,2020,11,2,11,2,4,0.0
11100    LORNE                        ST,34.2175,-118.3725,16,1687,2,69,F,H,501,0.0,IC,Property Crimes,12.666666666666666,2020,3,2,11,2,4,0.0
9500    SYLMAR                       AV,34.2427,-118.448,19,1963,1,19,F,B,501,221.0,AA,Violent Crimes,9.0,2020,3,4,12,3,4,3.2188758248682006
5300    NEWCASTLE                    AV,34.1667,-118.5243,10,1065,1,30,M,W,707,0.0,IC,Property Crimes,20.0,2020,1,2,28,1,2,3.2188758248682006
17900    CANYON COVE                  PL,34.2895,-118.5227,17,1715,2,63,M,B,104,400.0,AO,Violent Crimes,18.833333333333332,2020,6,2,31,6,2,4.290459441148391
10900    WELLWORTH                    AV,34.057,-118.4428,8,833,2,28,F,H,502,0.0,IC,Fraud and White-Collar Crimes,13.0,2020,5,4,12,1,4,4.290459441148391
GLADYS                       AV,34.0374,-118.245,13,1307,1,31,F,W,210,0.0,IC,Property Crimes,10.116666666666667,2020,4,3,4,5,1,4.795790545596741
600 S  FIGUEROA                     ST,34.0505,-118.2588,1,152,1,60,M,W,835,0.0,IC,Property Crimes,8.75,2020,7,3,16,3,6,0.0
3100    OAKCREST                     DR,34.1253,-118.3468,15,1599,1,25,F,O,104,0.0,IC,Property Crimes,18.0,2020,8,0,9,6,2,3.2188758248682006
6800    11TH                         AV,33.9775,-118.3294,12,1251,2,40,M,H,502,0.0,IC,Fraud and White-Collar Crimes,12.0,2023,7,0,14,1,2,10.327218159451137
11000    FOOTHILL                     BL,34.2777,-118.3496,16,1608,1,42,M,H,715,0.0,IC,Property Crimes,22.0,2020,8,4,19,2,1,3.8918202981106265
PINAFORE,34.0146,-118.3512,3,362,2,31,M,H,122,0.0,IC,Property Crimes,13.0,2020,4,1,13,0,2,3.2188758248682006
8800    TAMPA                        AV,34.2299,-118.5535,17,1793,1,30,F,W,410,0.0,AO,Property Crimes,13.75,2020,12,0,4,4,3,4.290459441148391
VAN NUYS                     BL,34.2215,-118.4488,19,1994,1,36,F,A,404,0.0,IC,Property Crimes,13.166666666666666,2020,9,1,24,0,2,5.262690188904886
7400    WILLOUGHBY                   AV,34.0871,-118.3523,7,702,1,32,M,O,502,0.0,IC,Property Crimes,19.0,2020,11,1,10,1,2,0.0
18500    HATTERAS                     ST,34.1775,-118.536,10,1043,1,0,,,101,0.0,IC,Property Crimes,19.5,2020,10,0,12,0,1,0.0
2300    OCEAN VIEW                   AV,34.0627,-118.2768,2,245,2,14,F,H,502,400.0,JO,Violent Crimes,16.266666666666666,2020,7,2,25,3,4,4.976733742420574
500 W  59TH                         PL,33.9859,-118.2827,12,1239,1,0,,,101,0.0,IC,Property Crimes,15.0,2020,10,3,20,1,1,3.8918202981106265
9500    COZYCROFT                    AV,34.2427,-118.582,17,1762,1,0,X,X,203,0.0,IC,Property Crimes,5.0,2020,7,4,2,3,1,3.2188758248682006
1300    WESTERLY                     TR,34.0848,-118.2731,11,1172,2,48,F,H,501,400.0,AO,Violent Crimes,3.6666666666666665,2020,2,3,20,3,4,0.0
2200    GRIFFITH PARK                BL,34.0999,-118.2726,11,1144,1,39,M,H,102,500.0,AA,Property Crimes,22.0,2020,10,6,24,5,5,3.2188758248682006
ROSCOE                       BL,34.2217,-118.3965,16,1681,2,32,F,H,108,0.0,IC,Crimes against Public Order,16.5,2020,12,4,11,4,5,0.0
18700    LEMAY                        ST,34.1908,-118.5404,10,1024,1,0,,,104,0.0,IC,Property Crimes,19.166666666666668,2020,7,5,10,4,1,3.2188758248682006
8600    BURTON                       WY,34.0721,-118.38,7,721,1,31,M,O,123,0.0,IC,Property Crimes,0.5,2020,8,6,2,6,4,0.0
E  78TH                         ST,33.9688,-118.2739,12,1258,1,59,F,B,102,0.0,IC,Property Crimes,21.0,2020,11,5,27,4,3,3.2188758248682006
6600    SALOMA                       AV,34.1903,-118.4586,9,923,2,33,F,W,501,400.0,AO,Violent Crimes,12.25,2020,10,3,1,1,3,6.963189985870238
7800    VAN NUYS                     BL,34.2117,-118.4488,19,1995,1,22,X,X,243,400.0,AO,Property Crimes,18.333333333333332,2020,9,4,18,4,6,0.0
4800    ROSA                         RD,34.1571,-118.6205,21,2183,2,22,F,W,501,0.0,IC,Fraud and White-Collar Crimes,16.0,2020,11,2,25,2,1,0.0
2200    HUMBOLDT                     ST,34.0783,-118.2205,4,411,1,55,F,H,101,0.0,IC,Property Crimes,11.0,2020,4,1,9,3,1,4.795790545596741
1700 N  HIGHLAND                     AV,34.1016,-118.3387,6,636,1,21,M,A,502,500.0,IC,Property Crimes,1.6666666666666665,2020,12,5,26,5,4,0.0
1500 S  POINT VIEW                   ST,34.0498,-118.3706,7,762,2,47,F,A,501,0.0,IC,Fraud and White-Collar Crimes,0.9166666666666666,2020,1,5,9,3,3,3.8918202981106265
1300    DOUGLAS                      ST,34.0744,-118.2516,11,1184,1,31,F,W,502,0.0,IC,Property Crimes,13.333333333333334,2020,1,2,14,1,5,3.2188758248682006
