Location,Latitude,Longitude,Area_ID,Reporting_District_no,Part 1-2,Modus_Operandi,Victim_Age,Victim_Sex,Victim_Descent,Premise_Code,Weapon_Used_Code,Status,Crime_Category,Hours_Occurred,Reported_Year,Reported_Month,Reported_Weekday,Occurred_Day,Occurred_Weekday,Time_Difference_Log
300 S  CURSON                       AV,34.0688,-118.3552,7,734,2,0928 0931,33,F,K,501,0.0,IC,3,31.8,2022,5,6,28,2,9.513181956185786
7TH                          ST,34.0565,-118.2768,2,245,2,2004 0416 0446 1822,34,F,H,109,400.0,IC,1,47.7,2020,6,1,9,1,0.0
ALHAMBRA,34.0634,-118.2141,4,423,1,1822 0325 2004,30,M,A,505,0.0,AA,0,32.1975,2020,4,5,17,4,3.2188758248682006
700 S  FLOWER                       ST,34.0477,-118.2597,1,162,1,0344 1822 2032,39,F,W,727,0.0,IC,0,47.965,2020,11,4,5,3,3.2188758248682006
1000 E  7TH                          ST,34.0385,-118.2437,13,1307,1,0334 0913,43,F,B,502,200.0,IC,2,21.8625,2020,5,4,15,4,0.0
900 S  ST ANDREWS                   PL,34.0506,-118.3127,20,2062,1,1822 0358 0344 1609 1307 0352 1221,31,F,O,123,0.0,IC,0,53.53,2020,7,2,26,6,7.644440761556566
700 W  167TH                        ST,33.8799,-118.2891,18,1891,1,,0,,,101,0.0,IC,0,34.45,2020,9,5,5,5,0.0
6300 S  FIGUEROA                     ST,33.982,-118.2827,12,1249,1,0321 0344 1609 1606,50,M,B,708,0.0,IC,0,45.845,2020,4,3,31,1,3.8918202981106265
INDEPENDENCE                 AV,34.233,-118.5907,17,1781,2,0416 0417 0429 0913 1817,25,M,H,101,400.0,AO,1,47.7,2020,9,4,18,4,0.0
20800 W  VENTURA                      BL,34.1664,-118.5863,21,2189,1,0325 2028,35,M,X,404,0.0,AA,0,35.245000000000005,2020,8,1,4,1,0.0
300 S  HARVARD                      BL,34.0672,-118.3041,20,2023,1,0202 0327 0342 0344 1202 1822,65,M,H,704,0.0,IC,0,48.3095,2020,7,3,23,3,0.0
1100 W  CAPITOL                      DR,33.7574,-118.3013,5,541,2,2038 0913 2041,28,F,W,502,0.0,AA,2,37.7095,2020,11,2,17,1,3.2188758248682006
2800 S  CORNING                      ST,34.0348,-118.3821,8,899,1,1606 0344,30,M,H,104,0.0,IC,0,50.35,2020,4,1,20,0,3.2188758248682006
HARVARD                      BL,34.0737,-118.3043,20,2014,1,,0,,,101,0.0,IC,0,50.35,2020,10,2,6,1,3.2188758248682006
82ND                         ST,33.9643,-118.2827,12,1267,2,1402 1419 1407 1100 0216 0345 0334 0906 1816 1809,0,X,X,101,101.0,IC,2,55.7825,2020,8,0,24,0,0.0
1400 W  59TH                         PL,33.9867,-118.3002,12,1235,1,0913 0500 0527 0537 1262 1402 1415 0853,23,F,H,501,400.0,AO,1,39.75,2020,4,0,13,0,0.0
3200 W  PICO                         BL,34.0506,-118.3127,20,2062,1,1822 0337 0432 0202 0334 0312,0,X,X,202,102.0,IC,0,50.6945,2020,7,1,13,0,3.2188758248682006
AVENUE 26,34.0845,-118.2232,11,1177,2,0401 0400 1253 0416 1822 0910,53,M,H,801,400.0,IC,1,31.9325,2020,8,2,12,2,0.0
1600 W  227TH                        ST,33.8202,-118.3064,5,507,2,0603 0444,31,M,B,502,400.0,IC,1,56.44499999999999,2020,8,2,19,2,0.0
800 N  HILL                         ST,34.0628,-118.2396,1,111,1,1606 0344 1822 1309,32,M,B,503,0.0,IC,0,51.3835,2020,10,6,3,5,3.2188758248682006
8500    BALBOA                       BL,34.2248,-118.5151,17,1795,1,,0,,,101,0.0,IC,0,62.1425,2020,4,3,29,2,3.2188758248682006
5200    ALHAMBRA                     AV,34.0736,-118.1724,4,438,1,0344 1822,44,M,W,203,0.0,IC,0,11.395,2020,4,3,23,3,0.0
12000    HARTSOOK                     ST,34.164,-118.3943,15,1545,1,0344 1300,53,M,W,104,0.0,IC,0,50.879999999999995,2020,5,2,26,1,3.2188758248682006
9700    CHARNOCK                     AV,34.0273,-118.3994,14,1409,1,0397 0344,41,M,W,707,0.0,IC,0,16.43,2020,4,6,5,6,0.0
8400    LIMERICK                     AV,34.2228,-118.5831,17,1791,1,1822 0377 1300 0344 1310 1609 0448 0416 1501,18,M,H,104,400.0,IC,0,0.026500000000000003,2020,2,6,16,6,0.0
2100    LAUREL CANYON                BL,34.104,-118.3755,6,632,1,0344 1300 1822,38,M,W,104,0.0,IC,0,51.807500000000005,2020,4,2,29,2,0.0
400 E  48TH                         ST,33.9997,-118.2696,13,1362,2,2000 0444 0913 1300 0419,21,F,B,501,400.0,AO,1,48.495000000000005,2020,11,5,13,4,3.2188758248682006
1500 S  LELAND                       ST,33.7326,-118.305,5,562,2,0329 1300 1307,52,M,O,122,0.0,IC,0,54.219,2020,6,6,6,5,3.2188758248682006
1400 W  58TH                         ST,33.9897,-118.3002,12,1215,1,,0,,,101,0.0,IC,0,42.4,2020,5,0,25,5,6.580639137284949
2900    CHESAPEAKE                   AV,34.0276,-118.345,3,332,1,1606 1822 0344 0385 1300,43,M,W,101,0.0,IC,0,39.75,2020,10,5,27,6,4.976733742420574
2900 E  4TH                          ST,34.0373,-118.2044,4,467,1,0344 1607,0,M,W,708,0.0,IC,0,50.35,2020,9,3,16,2,3.2188758248682006
700    FLINT                        AV,33.7792,-118.2494,5,529,1,0329 1300 0344 1402 2000 1814 0913,19,F,H,101,0.0,AA,0,24.115,2020,11,4,20,4,0.0
2200 W  37TH                         ST,33.7214,-118.325,5,581,1,0344 0352 1609 1202 1402 1309 1221,70,M,W,501,0.0,AA,0,50.35,2020,5,1,26,1,0.0
200 S  SANTA FE                     AV,34.0472,-118.2326,1,139,1,0344 1822,32,F,W,502,0.0,IC,0,35.192,2020,4,4,16,0,6.645090969505644
3500 E  16TH                         ST,34.0151,-118.2028,4,499,1,1607,0,X,X,141,0.0,IC,0,3.7630000000000003,2020,6,1,30,1,0.0
8TH                          ST,34.0476,-118.2612,1,162,2,0329 1300 1822 1307,0,X,X,122,500.0,IC,0,60.95,2020,10,1,27,1,0.0
17700    ELKWOOD                      ST,34.2128,-118.5197,10,1005,2,1822 1420 1405 0202,31,F,H,501,0.0,IC,2,51.542500000000004,2020,2,4,26,6,6.437751649736401
1600 S  BEVERLY GLEN                 BL,34.059,-118.4249,8,829,1,0344 0346,43,F,W,707,0.0,IC,0,10.9975,2021,3,3,14,0,7.793586803371584
6800    FOUNTAIN                     AV,34.1006,-118.3417,6,645,2,1822,54,M,W,203,0.0,IC,3,29.15,2020,6,1,21,3,6.675823221634848
9800    ZELZAH                       AV,34.2486,-118.5233,17,1787,1,1605 0913 1810 0378 0344 0314,22,M,H,502,0.0,AO,0,22.26,2020,6,0,22,0,0.0
700 S  FLOWER                       ST,34.0487,-118.2588,1,162,2,2004 1501,37,M,H,404,0.0,IC,2,27.6925,2020,1,1,28,1,0.0
2500 S  HILL                         ST,34.0258,-118.2708,13,1321,1,1822 1100 0430,28,M,H,102,106.0,IC,4,51.0125,2020,7,4,23,3,3.2188758248682006
1600 N  VISTA                        ST,34.0998,-118.3519,6,643,1,1822 0329 1601 1609 0344 0352,43,M,O,501,0.0,IC,0,38.16,2020,11,0,29,6,3.2188758248682006
900 S  CATALINA                     ST,34.0518,-118.2947,20,2056,1,,0,,,101,0.0,IC,0,53.0,2020,6,3,10,2,3.2188758248682006
1100 S  RIDGELEY                     DR,34.0559,-118.3531,7,745,1,,0,,,101,0.0,IC,0,8.0825,2020,2,3,20,3,0.0
CORONADO                     ST,34.0732,-118.2728,2,215,1,0344 1822 0394,23,F,H,502,0.0,IC,0,30.0775,2020,4,2,20,0,3.8918202981106265
87TH,33.956,-118.2772,18,1802,1,,0,,,101,0.0,IC,0,48.495000000000005,2020,1,4,30,3,3.2188758248682006
14300    CHANDLER                     BL,34.1685,-118.4428,9,943,1,,0,,,101,0.0,AO,0,34.45,2020,6,2,8,0,3.8918202981106265
64TH                         ST,33.9814,-118.2739,13,1393,1,1822 1415 1258 0940 1309 1409 0432 0527,12,F,H,101,400.0,AA,1,18.55,2020,8,0,28,4,4.290459441148391
800    5TH                          AV,34.0543,-118.3193,20,2041,1,,0,,,101,0.0,IC,0,50.35,2020,3,0,1,6,3.2188758248682006
10200    SANTA MONICA                 BL,34.06,-118.42,8,839,1,1822 1606 0344,48,F,W,108,0.0,IC,0,38.557500000000005,2020,11,3,28,2,5.8888779583328805
1400 S  BENTLEY                      AV,34.0509,-118.4459,8,855,1,,0,,,707,0.0,IC,0,27.295,2020,10,0,25,6,3.2188758248682006
SANTA MONICA,34.0909,-118.2917,2,201,1,1817 0344 0346 0417 0910 0913,32,M,W,907,0.0,IC,0,0.7949999999999999,2020,7,0,6,0,0.0
11000    VICTORY                      BL,34.1867,-118.3706,15,1527,1,325,0,M,W,404,0.0,IC,0,56.339,2020,9,5,16,6,6.175867270105761
1700 W  54TH                         ST,33.9933,-118.307,12,1213,1,2000 1241 1243 1821 0913 1813 2002 0416 0446 0329,40,F,H,501,400.0,AA,2,3.71,2020,9,6,13,6,0.0
HARBOR VIEW                  AV,33.7339,-118.3096,5,561,1,1300 0344,20,F,H,101,0.0,IC,0,39.75,2020,4,3,15,2,3.2188758248682006
2400    CREST VIEW                   DR,34.1158,-118.3887,6,621,1,0344 1300 1822,31,M,W,101,500.0,IC,0,37.1,2020,12,0,5,5,3.8918202981106265
800 E  FLORENCE                     AV,33.9748,-118.2608,12,1259,1,,0,,,707,0.0,IC,0,23.85,2020,4,3,15,2,3.2188758248682006
5000    OBAMA                        BL,34.0171,-118.3531,3,361,1,0104 0325,19,X,X,402,0.0,IC,0,29.68,2020,5,5,9,5,0.0
FLORENCE                     AV,33.9746,-118.2914,12,1256,1,1402 1202 0340 0447 0337 0445,63,M,H,101,500.0,AO,0,18.6825,2020,2,6,23,6,0.0
16400    CLYMER                       ST,34.2628,-118.4895,17,1747,2,1501,53,M,O,501,0.0,IC,3,39.75,2020,6,5,26,4,3.2188758248682006
9400    LA TIJERA                    BL,33.9556,-118.4177,14,1483,1,,0,,,101,0.0,IC,0,23.85,2020,8,1,3,0,3.2188758248682006
800 W  43RD                         ST,34.0055,-118.2894,3,396,2,2000 1814 0329 0319 1307 1300 1309 0913,34,M,B,122,500.0,IC,0,23.85,2020,10,3,1,3,0.0
900 W  TEMPLE                       ST,34.0607,-118.2494,1,121,2,1300 0329 1822,25,F,O,122,0.0,IC,0,35.245000000000005,2020,7,3,30,3,0.0
8800    ARLETA                       AV,34.2326,-118.416,19,1979,2,0416 0419,45,F,H,501,400.0,AA,1,53.0,2020,1,2,14,1,3.2188758248682006
1200 W  PACIFIC COAST HY,33.7899,-118.2975,5,513,1,1601 0344,44,M,H,221,0.0,IC,0,42.4,2020,6,6,13,5,3.2188758248682006
DENKER                       AV,33.9941,-118.3046,12,1213,1,0342 0913 0344 1309 0334 0312 0432 0371 0319,41,M,B,102,102.0,AA,0,39.75,2020,8,2,5,2,0.0
1000 W  65TH                         ST,33.9805,-118.2918,12,1245,2,0913 2004 0500 0522 0552,4,F,B,502,400.0,AO,4,31.8,2020,10,3,6,1,3.8918202981106265
22000    CHATSWORTH                   ST,34.2645,-118.6061,17,1721,2,0329 1202,60,F,O,104,0.0,IC,0,29.945,2020,2,5,21,4,3.2188758248682006
600    WILSHIRE                     BL,34.048,-118.256,1,152,2,0930 1822,31,F,W,203,0.0,IC,3,37.1,2020,2,0,6,3,4.574710978503383
100 S  VERMONT                      AV,34.0709,-118.2941,20,2017,1,,0,,,103,0.0,IC,0,58.3,2020,7,4,25,3,6.270988431858299
700 S  SPRING                       ST,34.0445,-118.2523,1,174,2,0329 1822,0,X,X,203,0.0,IC,0,47.7,2020,5,5,29,4,3.2188758248682006
4TH                          ST,34.0669,-118.3342,7,738,1,2000 1813 0416 0417 0447 1414 0913 2004,41,F,H,101,400.0,AO,1,0.53,2020,8,0,3,0,0.0
5100    WOODLAWN                     AV,33.9965,-118.2729,13,1362,2,2000 0913 1241 0448 0419 0444,44,F,H,501,400.0,IC,1,0.026500000000000003,2020,2,4,13,3,3.2188758248682006
7500    BELMAR                       AV,34.2073,-118.5588,10,1011,2,0329 0360 2004 1309 2003,51,F,B,122,0.0,AA,0,47.7,2020,1,1,28,1,0.0
700 S  BROADWAY,34.0444,-118.2541,1,163,2,1814 2000 0416 0913,28,F,B,502,400.0,AO,1,61.268,2020,4,5,11,5,0.0
3600    WHITTIER                     BL,34.0255,-118.1957,4,479,1,1218 0416 1822 0344,50,M,H,203,400.0,IC,0,47.7,2020,7,2,1,2,0.0
4000    NICOLET                      AV,34.0171,-118.3531,3,361,1,1402 0334 0416 0561 0913 0411,53,F,B,502,216.0,AA,1,6.359999999999999,2020,7,4,3,4,0.0
12600    BRADDOCK                     DR,33.9864,-118.4239,14,1455,1,1606 0344,68,F,W,502,0.0,IC,0,29.15,2021,10,3,19,3,9.518486617560317
9800    NATIONAL                     BL,34.0314,-118.3998,8,896,1,,0,,,123,0.0,IC,0,55.65,2020,5,4,1,4,5.820082930352362
7200 S  BROADWAY,33.9747,-118.2783,12,1258,2,0400 0416 1822,27,F,H,229,400.0,IC,1,37.1,2020,1,6,5,6,0.0
CENTRAL                      AV,33.947,-118.2594,18,1824,1,,0,X,X,107,506.0,IC,0,6.5455000000000005,2020,6,4,5,4,0.0
5400    SHELLEY                      ST,34.0912,-118.1624,4,429,1,,0,,,101,0.0,IC,0,0.026500000000000003,2020,6,0,1,5,8.134174272137903
10000    BURNET                       AV,34.2519,-118.4631,19,1954,2,1202 1701 2003 0561,70,M,W,501,400.0,AO,1,53.795,2020,5,2,12,1,3.2188758248682006
OXFORD,34.0617,-118.3078,20,2033,1,1206 0334 0342 0416 1300 1309 1822 0326,26,M,B,101,114.0,IC,1,16.2975,2020,9,5,26,5,0.0
1700 W  58TH                         ST,33.9897,-118.3071,12,1213,2,0100 0922 0929 0930 0935 0928 1822,34,F,H,501,0.0,IC,3,31.8,2024,1,1,14,1,10.407197922816518
800 E  29TH                         ST,34.0181,-118.2612,13,1333,1,,0,,,101,0.0,IC,0,47.7,2020,6,3,29,4,5.746203190540153
1200 S  FLOWER                       ST,34.0415,-118.2654,1,182,1,2050 2052 1822 0334 0910,66,M,O,932,200.0,IC,2,56.44499999999999,2020,4,1,14,1,0.0
11300    BELHAVEN                     ST,33.9319,-118.2555,18,1844,1,0906 0913 0602 1202 0419 0429 0448 0356 0561 1019,68,F,H,501,308.0,IC,1,34.45,2020,5,6,24,6,0.0
11700    COLLINS                      ST,34.174,-118.3877,15,1525,1,0913 0408 1414 2000 0400 0416 1813,31,F,W,501,400.0,AA,1,58.9625,2020,5,3,21,3,0.0
6900    FULTON                       AV,34.1961,-118.4225,15,1521,2,2038,50,F,H,502,0.0,IC,2,24.38,2020,9,5,10,3,3.8918202981106265
6900    LA TIJERA                    BL,33.9761,-118.3732,14,1469,2,1822 0400 0416,29,F,H,405,400.0,IC,1,32.595,2020,1,2,29,2,0.0
9800    JOVITA                       PL,34.2487,-118.5768,17,1762,2,2021 0913 2038 0603 0361,57,F,W,501,0.0,AA,2,51.542500000000004,2020,6,5,27,5,0.0
500 S  MAIN                         ST,34.0465,-118.2488,1,154,2,2000 1814 0913 0340 0443 0416 2002,31,F,B,502,400.0,AO,1,24.061999999999998,2020,8,5,15,5,0.0
1800    OCEAN FRONT                  WK,33.9858,-118.4727,14,1431,1,344,36,M,W,109,0.0,IC,0,53.13250000000001,2020,3,0,5,3,4.574710978503383
2700    MARENGO                      ST,34.0546,-118.1978,4,449,2,329,56,F,H,501,0.0,IC,0,38.16,2020,6,0,22,0,0.0
3900    2ND                          AV,34.0108,-118.3193,3,374,1,,0,,,101,0.0,IC,0,47.7,2020,7,6,18,5,3.2188758248682006
100 N  AVENUE 53,34.1069,-118.1982,11,1149,1,0344 0385,46,X,X,112,0.0,IC,0,45.05,2020,1,4,23,3,5.262690188904886
4700    VENICE                       BL,34.0471,-118.3384,7,765,2,2000 1814 0416 0446,25,M,W,108,400.0,AO,1,62.01,2020,11,2,24,1,3.2188758248682006
11100 S  FIGUEROA                     ST,33.9343,-118.2826,18,1842,1,0913 1814 0336 0344 2000 0352,20,F,B,502,0.0,AO,0,39.75,2020,6,2,17,2,0.0
400 E  5TH                          ST,34.0445,-118.2448,1,156,1,1218 2004 0334 0443 0913,36,M,B,502,207.0,IC,2,43.195,2020,11,1,16,0,3.2188758248682006
4600    LOUISE                       AV,34.1533,-118.5086,10,1088,2,1822,66,M,W,501,0.0,IC,3,21.465,2020,7,3,1,6,8.148156439921625
14300    KILLION                      ST,34.1708,-118.4446,9,943,2,1202 0429 1701 0444,87,F,W,501,400.0,AO,1,30.0775,2020,8,1,11,1,0.0
2100    COLBY                        AV,34.0359,-118.445,8,882,1,394,46,F,J,119,0.0,IC,0,37.1795,2020,7,1,27,5,5.484796933490655
9TH                          ST,34.0559,-118.3165,20,2042,1,,0,,,101,0.0,IC,0,53.0,2020,6,6,6,5,3.2188758248682006
1700 N  ORANGE                       DR,34.1016,-118.3417,6,645,2,0329 1300 1309 1202,80,M,A,502,0.0,IC,0,32.86,2020,4,5,18,5,0.0
5100    RUTHELEN                     ST,33.9964,-118.3126,12,1203,1,,0,,,101,0.0,IC,0,7.95,2020,3,3,5,3,0.0
17500    DONMETZ                      ST,34.2745,-118.5153,17,1729,1,0385 1602 0344,50,M,H,101,0.0,IC,0,60.95,2020,2,1,24,0,3.2188758248682006
100 W  15TH                         ST,34.0343,-118.262,1,195,1,0913 1814 0416 0429 0443 1218 2004 2000,30,F,B,101,500.0,IC,1,45.845,2020,5,0,25,0,0.0
4500    CANOGA                       AV,34.1509,-118.5956,21,2196,2,1822 0929,57,F,H,501,0.0,AO,3,39.75,2020,8,4,27,3,3.2188758248682006
9400    TAMPA                        AV,34.2412,-118.5533,17,1783,1,1501 1402,49,F,O,501,0.0,IC,0,49.025,2020,7,3,2,3,0.0
3800    2ND                          AV,34.0146,-118.3193,3,374,2,329,45,M,B,501,0.0,IC,0,14.442499999999999,2020,9,5,26,5,0.0
1000 W  E                            ST,33.775,-118.2738,5,524,1,0344 0352 0913,19,F,H,502,0.0,IC,0,58.3,2020,6,5,12,4,3.2188758248682006
10800    SANTA MONICA                 BL,34.0492,-118.4397,8,855,2,421,65,F,O,203,511.0,AO,2,29.15,2020,2,1,11,1,0.0
5900 W  CENTURY                      BL,33.9456,-118.3932,14,1496,1,,0,,,108,0.0,IC,0,31.8,2020,6,0,11,3,5.579729825986222
113TH                        ST,33.9325,-118.2335,18,1849,2,1300 0329 1822,34,M,H,122,500.0,IC,0,53.795,2020,1,6,11,5,3.2188758248682006
7700    VINELAND                     AV,34.2106,-118.3703,16,1695,1,344,42,F,H,501,0.0,IC,0,31.8,2020,7,3,23,3,0.0
ARLINGTON                    AV,34.0349,-118.3177,3,315,1,0302 0334 0342 0432 0919 1218 1309 1310 1822,21,F,H,101,102.0,IC,1,25.175,2020,9,1,15,1,0.0
10400    GLENOAKS                     BL,34.2587,-118.396,16,1654,1,0344 1607 1202,71,M,W,144,0.0,IC,0,55.65,2020,12,4,10,3,3.2188758248682006
KESTER                       AV,34.1667,-118.4575,9,952,1,0344 0352,24,F,W,101,0.0,IC,0,0.39749999999999996,2021,2,0,20,6,7.221835825288449
1100 W  45TH                         ST,34.0027,-118.2937,12,1204,2,0329 0400 0416 0444 0913,27,M,H,101,400.0,IC,1,51.542500000000004,2020,2,5,22,5,0.0
VAN NUYS                     BL,34.245,-118.4502,19,1963,2,416,47,M,H,101,400.0,IC,1,35.9075,2020,3,5,21,5,0.0
VANOWEN,34.1937,-118.6272,21,2143,1,2035 0913 0416 0400 0411 2004,29,M,B,108,200.0,IC,1,54.192499999999995,2020,1,6,5,6,0.0
500 S  SAN PEDRO                    ST,34.0442,-118.2439,1,157,2,1202 2033 0416 1822 1218 2004,60,F,H,102,400.0,IC,1,59.49250000000001,2020,3,3,26,3,0.0
10000    BARING CROSS                 ST,33.9455,-118.2894,18,1821,2,1822 0100 0930 0935 0929 0922,32,M,B,501,0.0,IC,3,29.8125,2024,1,2,17,0,10.307384765472131
1400 W  VERNON                       AV,34.0037,-118.3002,12,1204,1,,0,,,101,0.0,IC,0,32.4625,2020,4,0,27,0,0.0
100 S  CENTRAL                      AV,34.0488,-118.2392,1,128,2,0416 2004 0913,23,M,H,252,500.0,IC,1,13.780000000000001,2020,11,3,17,1,3.8918202981106265
13200    BROMWICH                     ST,34.2401,-118.424,19,1969,2,344,60,M,H,101,0.0,IC,0,54.325,2020,8,4,23,6,4.795790545596741
BALBOA                       BL,34.2357,-118.5025,17,1775,2,2000 0913 0416 1814 0447 0444 0445,36,F,O,101,500.0,AA,1,56.0475,2020,6,3,11,3,0.0
8100    MELROSE                      AV,34.0837,-118.3665,7,701,1,0352 1609 1501 0358 0325 0329,0,X,X,405,0.0,AA,0,32.595,2020,6,4,30,5,6.175867270105761
2900    CASITAS                      AV,34.1116,-118.2467,11,1133,1,344,35,F,W,221,0.0,IC,0,29.15,2020,9,3,23,3,8.068716192714781
5700    CRESCENT PK,33.9759,-118.4156,14,1464,1,0344 1300,34,M,B,707,500.0,IC,0,53.795,2020,6,3,7,6,5.579729825986222
800 S  WESTLAKE                     AV,34.0529,-118.2776,2,265,2,0913 0558 1219,18,F,H,502,0.0,IC,5,16.695,2021,8,5,16,2,9.004176840696656
6700    LEMP                         AV,34.1922,-118.3845,15,1516,1,,0,,,101,0.0,IC,0,45.845,2020,3,2,17,1,3.2188758248682006
18200    STRATHERN                    ST,34.2157,-118.5299,10,1004,1,,0,,,101,0.0,IC,0,56.3125,2020,7,5,3,4,3.2188758248682006
1400    MOCKINGBIRD                  PL,34.0963,-118.3909,6,631,2,1822 1300,69,M,W,501,0.0,IC,2,16.96,2020,10,4,27,1,4.290459441148391
6900 S  MAIN                         ST,33.9771,-118.2739,13,1394,1,,0,,,101,0.0,IC,0,53.0,2020,1,0,6,0,0.0
700 S  BIXEL                        ST,34.0507,-118.2643,2,269,1,,0,,,108,0.0,IC,0,37.1,2020,9,5,13,6,4.976733742420574
KESTER                       AV,34.1649,-118.4574,9,963,1,0394 0344,35,F,W,119,0.0,IC,0,27.1625,2020,6,0,9,1,4.976733742420574
6800    MCLENNAN                     AV,34.1952,-118.5,10,1028,2,1822 0929,36,M,W,501,0.0,IC,3,37.895,2021,2,4,23,1,8.663023639627777
1600    MATEO                        ST,34.0237,-118.2324,13,1309,1,0344 1402 1607,0,M,W,707,0.0,IC,0,19.61,2020,8,0,3,0,0.0
300 N  SAINT LOUIS                  ST,34.0462,-118.2153,4,463,2,1906 0913,0,X,X,504,0.0,IC,2,31.8,2020,4,0,26,6,3.2188758248682006
4100    CHEVY CHASE                  DR,34.1334,-118.2682,11,1102,2,1822 0400 0421,45,F,O,101,511.0,IC,2,42.4,2020,11,6,28,5,3.2188758248682006
3100 E  WASHINGTON                   BL,34.0153,-118.2112,4,497,1,,0,,,707,0.0,IC,0,14.442499999999999,2020,8,5,22,5,0.0
600 W  41ST                         DR,34.0087,-118.2866,3,398,2,1251 0416 0342 0446 0419 0443 0913 2024,13,F,H,502,400.0,IC,1,50.879999999999995,2020,7,0,27,0,0.0
18000    DEVONSHIRE                   ST,34.2611,-118.5158,17,1745,1,,0,,,108,0.0,IC,0,19.345,2020,5,1,19,1,0.0
HILL,34.032,-118.2657,1,192,1,1822 2032 0344,23,M,A,210,0.0,IC,0,27.295,2020,1,2,1,2,0.0
400 S  BERENDO                      ST,34.0674,-118.2941,20,2026,1,1309 0400 0913 2000 1241 1821 1402 0408 0350,48,F,A,502,500.0,AA,4,38.637,2020,1,2,22,2,0.0
SLAUSON                      AV,33.989,-118.3308,12,1211,1,0342 0352 0377 0906 1309 0355 0302 1822 0319 0344,36,M,B,301,109.0,AA,0,40.015,2020,7,4,3,4,0.0
23RD                         ST,34.0254,-118.2629,13,1322,1,1309 0302 0334 0370 0344 1313 0337 0326 1822,31,M,H,102,101.0,IC,0,2.65,2020,5,1,5,1,0.0
8000    BEVERLY                      BL,34.0782,-118.3695,7,711,1,1822 0344 0321 0601 1609,35,M,W,203,0.0,AA,0,40.545,2020,6,1,30,5,5.484796933490655
7200    CRENSHAW                     BL,33.9745,-118.3309,12,1251,2,1100 1402 1407,0,X,X,101,106.0,IC,2,0.1325,2020,5,6,10,6,0.0
1100 W  68TH                         ST,33.9779,-118.2937,12,1245,1,,0,,,101,0.0,IC,0,53.0,2020,3,1,9,0,3.2188758248682006
700 S  LOS ANGELES                  ST,34.0426,-118.2513,1,176,2,329,65,M,O,406,0.0,IC,0,23.85,2020,7,1,8,2,5.746203190540153
RESEDA,34.1775,-118.536,10,1044,1,0344 1822 1202 0394,61,M,W,501,0.0,IC,0,37.1,2020,9,2,24,0,6.790097235513905
15200    SHERMAN                      WY,34.2011,-118.4642,9,914,1,325,0,X,X,403,0.0,IC,0,38.425,2020,9,6,20,6,0.0
VAN NESS                     AV,33.9891,-118.3171,12,1213,1,1300 0334 1822 0432 0312,56,M,H,101,101.0,IC,1,26.5,2020,2,4,21,4,0.0
2100 E  97TH                         ST,33.9487,-118.2392,18,1827,2,0913 0444,52,M,H,121,400.0,AO,1,45.845,2020,5,5,30,5,0.0
4700    GAMBIER                      ST,34.0809,-118.1819,4,427,2,0100 1202,65,F,F,116,0.0,IC,3,50.35,2021,3,2,5,5,7.869783902530146
OLIVE                        ST,34.0509,-118.2515,1,142,1,,0,,,101,0.0,IC,0,37.895,2020,8,6,2,6,0.0
400 N  HOOVER                       ST,34.0782,-118.2844,2,204,1,0542 1822 0342 0209 0527 0432,52,F,B,502,400.0,IC,1,29.15,2020,9,4,4,4,0.0
3700    LENAWEE                      AV,34.0186,-118.3759,3,341,1,0349 0344 0342 1309 1822,29,M,W,101,0.0,IC,0,34.45,2020,12,2,30,2,0.0
100 S  CONCORD                      ST,34.0375,-118.1969,4,468,1,,0,,,101,0.0,IC,0,55.65,2020,9,1,28,0,3.2188758248682006
200 E  6TH                          ST,34.0448,-118.2474,1,155,1,1218 0411 2004 1822 1402,52,M,O,109,201.0,AA,1,35.775,2020,11,2,4,2,0.0
